"Model Class","Model Attribute","Model Type","Model Multiplicity","Model Definition","NIEM XPath","NIEM Type","NIEM Property, ^Reference, (Representation)","NIEM Base Type","NIEM Multiplicity","Old XPath","Old Multiplicity","NIEM Mapping Notes","Code List Code=Definition;"
"PaymentMessage","payment","","0..1","A payment.","payment:PaymentMessage/cac:Payment","payment:PaymentMessageType","cac:Payment","cac:PaymentType","0,1","payment:PaymentMessage/cac:Payment","0,1","",""
"PaymentMessage","maximumPayment","amount","0..1","The maximum payment associated with a transaction	","payment:PaymentMessage/cac:PaymentMandate","payment:PaymentMessageType","cac:PaymentMandate","cac:PaymentMandateType","0,1","","","",""
"Person","","","","The person playing a role in a case.","nc:Person/ecf:PersonAugmentation","nc:PersonType","nc:PersonAugmentationPoint, (ecf:PersonAugmentation), (j:PersonAugmentation)","ecf:PersonAugmentationType","0,unbounded","ecf:Person","","",""
"Person","contactInformation (<directional aggregation>)","","0..1","Information useable to contact this person, such as address, telephone number(s), and email address.","nc:Person/ecf:PersonAugmentation/nc:ContactInformation","ecf:PersonAugmentationType","^nc:ContactInformation","nc:ContactInformationType","0,unbounded","ecf:Person/ecf:PersonAugmentation/nc:ContactInformation, nc:PersonContactInformationAssociation","0,unbounded","",""
"Person","electronicServiceInformation (<directional aggregation>)","","0..1","Information needed by the filing assembly MDE to electronically serve this person with a copy of a filing.","nc:Person/ecf:PersonAugmentation/ecf:ElectronicServiceInformation","ecf:PersonAugmentationType","ecf:ElectronicServiceInformation","ecf:ElectronicServiceInformationType","0,1","ecf:Person/ecf:PersonAugmentation/ecf:ElectronicServiceInformation","0,1","",""
"Person","employment (<directional aggregation>)","","1","Employment of an individual by an organization.","nc:Person/ecf:PersonAugmentation/nc:PersonEmploymentAssociation","ecf:PersonAugmentationType","nc:PersonEmploymentAssociation","nc:PersonEmploymentAssociationType","0,1","nc:PersonEmploymentAssociation/nc:EmpoyeeReference","1,1","",""
"Person","interpreterLanguageCode","code","","A code identifying a language that a person is most comfortable using.","nc:Person/nc:PersonPrimaryLanguage/nc:LanguageCode","nc:PersonLanguageType","nc:LanguageAbstract, (nc:LanguageCode)","iso_639-3:LanguageCodeType","1,1","nc:Person/nc:PersonPrimaryLanguage/nc:LanguageCode","1,1","",""
"Person","interpreterRequiredIndicator","bool","","An indicator that a person requires an interpreter.","nc:Person/nc:PersonLanguageEnglishIndicator","nc:PersonType","nc:PersonLanguageEnglishIndicator","niem-xs:boolean","0,1","nc:Person/nc:PersonLanguageEnglishIndicator","0,1","",""
"Person","name","name","","The name of a person or organization. ","nc:Person/nc:PersonName/nc:PersonGivenName, nc:PersonMiddleName, nc:PersonSurName, nc:PersonNameSuffixText, nc:PersonMaidenName, nc:PersonFullName","nc:PersonNameType","nc:PersonGivenName, nc:PersonMiddleName, nc:PersonSurName, nc:PersonNameSuffixText, nc:PersonMaidenName, nc:PersonFullName","nc:PersonNameTextType","0,1","nc:Person/nc:PersonName/nc:PersonGivenName, nc:PersonMiddleName, nc:PersonSurName, nc:PersonNameSuffixText, nc:PersonMaidenName, nc:PersonFullName","0,1","",""
"Person","otherCircumstances","short","","Any other circumstances such as visually impaired, hearing impaired, physically impaired, or incarcerated.","nc:Person/nc:PersonCapability/nc:CapabilityDescriptionText","nc:CapabilityType","nc:CapabilityDescriptionText","nc:TextType","0,1","nc:Person/nc:PersonCapability/nc:CapabilityDescriptionText","0,1","",""
"Person","personID","id","","The unique identifier assigned by the court at the time a person is first associated with a case. If the court has not yet assigned an identifier in this case, then the filing assembly MDE will leave this element blank.  This identifier is used to link other information in the case to a particular person.","nc:Person/nc:PersonOtherIdentification","nc:PersonType","nc:PersonOtherIdentification","nc:IdentificationType","0,unbounded","nc:Person/nc:PersonOtherIdentification","0,unbounded","",""
"Person","title","string","","Person organizational position or title.","nc:Person/nc:PersonName/nc:PersonNamePrefixText","nc:PersonNameType","nc:PersonNamePrefixText","nc:TextType","0,1","nc:Person/nc:PersonName/nc:PersonNamePrefixText","0,1","",""
"Person","language","string","*","A language primarily spoken by a person.","nc:Person/nc:PersonPrimaryLanguage","nc:PersonType","nc:PersonPrimaryLanguage","nc:PersonLanguageType","0,1","nc:Person/nc:PersonPrimaryLanguage","0,1","",""
"Person","capability","string","*","A capability or lack thereof of a person	","nc:Person/nc:PersonCapability","nc:PersonType","nc:PersonCapability","nc:CapabilityType","0,unbounded","nc:Person/nc:PersonCapability","0,1","",""
"PersonOrganizationRelationship","","","","The relationship of a person to an organization in a case.  Allowable values set forth in Court Policy.  An example is the relationship between an attorney and the law firm.","nc:Case/ecf:CaseAugmentation/nc:PersonOrganizationAssociation/ecf:PersonOrganizationAssociationAugmentation","nc:PersonOrganizationAssociationType","nc:PersonOrganizationAssociationAugmentationPoint, (ecf:PersonOrganizationAugmentation)","ecf:PersonOrganizationAssociationAugmentationType","0,unbounded","nc:Case/ecf:CaseAugmentation/ecf:PersonOrganizationAssociation","","",""
"PersonOrganizationRelationship","organization (<directional aggregation>)","","1..*","An entity related to a person in this case.","nc:Case/ecf:CaseAugmentation/nc:PersonOrganizationAssociation/nc:Organization","nc:PersonOrganizationAssociationType","^nc:Organization","nc:OrganizationType","1,unbounded","nc:Case/ecf:CaseAugmentation/ecf:PersonOrganizationAssociation/nc:OrganizationReference","1,unbounded","",""
"PersonOrganizationRelationship","person (<directional aggregation>)","","1..*","The relationship of a person to an organization in this case.","nc:Case/ecf:CaseAugmentation/nc:PersonOrganizationAssociation/nc:Person","nc:PersonOrganizationAssociationType","^nc:Person","nc:PersonType","1,unbounded","nc:Case/ecf:CaseAugmentation/ecf:PersonOrganizationAssociation/nc:PersonReference","1,unbounded","",""
"PersonOrganizationRelationship","typeCode","code","","A code for the type of relationship between two persons, between two organizations, or between a person and an organization in a case.  Allowable values are set forth in Court Policy.  Examples include parent/child, subsidiary corporation, and chief executive officer.","nc:Case/ecf:CaseAugmentation/nc:PersonOrganizationAssociation/ecf:PersonOrganizationAssociationAugmentation/ecf:EntityAssociationTypeCode","ecf:PersonOrganizationAssociationAugmentationType","ecf:EntityAssociationTypeCode","nc:TextType","0,1","nc:Case/ecf:CaseAugmentation/ecf:PersonOrganizationAssociation/ecf:EntityAssociationTypeCode","0,1","",""
"PersonRelationship","","","","The relationship of a person to another person in a case.  Allowable values set forth in Court Policy.","nc:Case/ecf:CaseAugmentation/nc:PersonAssociation/ecf:PersonAssociationAugmentation","nc:PersonAssociationType","nc:PersonAssociationAugmentationPoint, (ecf:PersonAssociationAugmentation)","ecf:PersonAssociationAugmentationType","0,unbounded","nc:Case/ecf:CaseAugmentation/ecf:PersonAssociation","","",""
"PersonRelationship","person (<directional aggregation>)","","2..*","A person related to another person in this case","nc:Case/ecf:CaseAugmentation/nc:PersonAssociation/nc:Person","nc:PersonAssociationType","^nc:Person","nc:PersonType","2,unbounded","nc:Case/ecf:CaseAugmentation/ecf:PersonAssociation/nc:PersonReference","2,unbounded","",""
"PersonRelationship","typeCode","code","","A code for the type of relationship between two persons, between two organizations, or between a person and an organization in a case.  Allowable values are set forth in Court Policy.  Examples include parent/child, subsidiary corporation, and chief executive officer.","nc:Case/ecf:CaseAugmentation/nc:PersonAssociation/ecf:PersonAssociationAugmentation/ecf:EntityAssociationTypeCode","ecf:PersonAssociationAugmentationType","ecf:EntityAssociationTypeCode","nc:TextType","0,1","nc:Case/ecf:CaseAugmentation/ecf:PersonAssociation/ecf:EntityAssociationTypeCode","0,1","",""
"Placement","","","","Information about the person or organization orther than parent or guardian with whom the juvenile lives. Examples: Foster home, foster parents, state institution, hospital, shelter.","juvenile:JuvenileAugmentation/hs:JuvenilePlacement/juvenile:PlacementAugmentation","hs:PlacementType","hs:PlacementAugmentationPoint, (juvenile:PlacementAugmentation)","juvenile:PlacementAugmentationType","0,unbounded","juvenile:JuvenileCase/juvenile:PlacementAssociation","0,1","",""
"Placement","placementStartDate","date","","Date on which the placement commenced.","juvenile:JuvenileAugmentation/hs:JuvenilePlacement/nc:ActivityDate","nc:ActivityType","nc:ActivityDate","nc:DateType","0,1","juvenile:JuvenileCase/juvenile:PlacementAssociation/juvenile:PlacementStartDate","0,1","",""
"Placement","placementTypeCode","code","","Code indicating the type of placement. Allowable values set forth in Court Policy.","juvenile:JuvenileAugmentation/hs:JuvenilePlacement/hs:PlacementCategoryCode","hs:PlacementType","hs:PlacementCategoryAbstract, (hs:PlacementCategoryCode)","hs:PlacementLocationCodeType","0,1","juvenile:JuvenileCase/juvenile:PlacementAssociation/juvenile:PlacementTypeCode","0,1","",""
"PlacementOrganization","","","","An entity to whom the care of a juvenile is committed.","juvenile:JuvenileAugmentation/hs:JuvenilePlacement/juvenile:PlacementAugmentation/hs:JuvenilePlacementFacilityAssociation/juvenile:PlacementOrganization","juvenile:PlacementAugmentationType","hs:JuvenilePlacementFacilityAssociation","hs:JuvenilePlacementFacilityAssociationType","0,1","juvenile:JuvenileCase/juvenile:PlacementAssociation/juvenile:PlacementEntity","0,1","",""
"PlacementOrganization","organizationOtherActorIDReference","id","","The value of the Organization.ID property in the ReviewFiling message linking this organization to the appropriate other actor element.","juvenile:JuvenileAugmentation/hs:JuvenilePlacement/juvenile:PlacementAugmentation/hs:JuvenilePlacementFacilityAssociation/juvenile:PlacementOrganization","hs:JuvenilePlacementFacilityAssociationType","hs:PlacementFacility","nc:FacilityType","1,1","juvenile:JuvenileCase/juvenile:PlacementAssociation/juvenile:PlacementEntity/nc:EntityOrganizationReference","1,1","",""
"PlacementOrganization","organizationName","string","0..1","The name of a placement facility.","uvenile:JuvenileAugmentation/hs:JuvenilePlacement/juvenile:PlacementAugmentation/hs:JuvenilePlacementFacilityAssociation/juvenile:PlacementOrganization/nc:FacilityName","nc:FacilityType","nc:FacilityName","nc:ProperNameTextType","0,1","juvenile:JuvenileCase/juvenile:PlacementAssociation/juvenile:PlacementEntity/nc:EntityOrganizationReference","","",""
"PlacementPerson","","","","The person to whom the care of a juvenile is committed.","juvenile:JuvenileAugmentation/hs:JuvenilePlacement/juvenile:PlacementAugmentation/hs:JuvenilePlacementPersonAssociation","juvenile:PlacementAugmentationType","hs:JuvenilePlacementPersonAssociation","hs:JuvenilePlacementPersonAssociationType","0,1","juvenile:JuvenileCase/juvenile:PlacementAssociation/juvenile:PlacementEntity","0,1","",""
"PlacementPerson","personOtherActorIDReference","id","","A reference to a record for a person to whom the care of a juvenile is committed.","juvenile:JuvenileAugmentation/hs:JuvenilePlacement/juvenile:PlacementAugmentation/hs:JuvenilePlacementPersonAssociation/hs:PacementPerson","hs:JuvenilePlacementPersonAssociationType","^hs:PlacementPerson","nc:PersonType","1,1","juvenile:JuvenileCase/juvenile:PlacementAssociation/juvenile:PlacementEntity/nc:EntityPersonReference","1,1","",""
"PolicyQueryCriteria","","","","Criteria limiting the policy information to be returned.
","policyrequest:GetPolicyRequestMessage/policyrequest:PolicyQueryCriteria","policyrequest:PolicyQueryCriteriaType","","structures:ObjectType","","","","",""
"PostalAddress","","","","A postal address.","nc:Location/nc:LocationAddress","","nc:Address","nc:AddressType","0,1","nc:Location/nc:LocationAddress","0,1","",""
"PostalAddress","recipientName","string","0..1","The name of a recipient at an address.","nc:Location/nc:LocationAddress/nc:AddressRecipientName","nc:AddressType","nc:AddressRecipientName","nc:TextType","0,1","nc:Location/nc:LocationAddress/nc:StructuredAddress/nc:AddressRecipientName","0,1","",""
"PostalAddress","deliveryPoint","string","0..1","A mail delivery point (e.g. mailbox number).","nc:Location/nc:LocationAddress/nc:AddressDeliveryPointID","nc:AddressType","nc:AddressDeliveryPointAbstract, (nc:AddressDeliveryPointID)","niem-xs:string","0,1","nc:Location/nc:LocationAddress/nc:StructuredAddress/nc:AddressDeliveryPointID","0,1","",""
"PostalAddress","city","string","0..1","A city.","nc:Location/nc:LocationAddress/nc:LocationCityName","nc:AddressType","nc:LocationCityName","nc:ProperNameTextType","0,1","nc:Location/nc:LocationAddress/nc:StructuredAddress/nc:LocationCityName","0,1","",""
"PostalAddress","county","string","0..1","A county.","nc:Location/nc:LocationAddress/nc:LocationCounty","nc:AddressType","nc:LocationCountyAbstract, (nc:LocationCountyName)","nc:ProperNameTextType","0,1","nc:Location/nc:LocationAddress/nc:StructuredAddress/nc:LocationCountyName","0,1","",""
